"44344 DEQUINDRE ROAD, STERLING HEIGHTS, MI, 48314, UNITED STATES",42.61857582576859,-83.0911159853261
"LC 2-33, 200 FIRST STREET SW, ROCHESTER, MN, 55905, UNITED STATES",44.02213601582784,-92.46663497410093
"1550 ORLEANS STREET CRB II ROOM 306, BALTIMORE, MD, 21231, UNITED STATES",39.29528946647398,-76.59584873808168
"633 3RD AVE., 15TH FL., NEW YORK, NY, 10017, UNITED STATES",40.7497840191935,-73.97489936741763
"8300 FLOYD CURL DR., RM 411-17, SAN ANTONIO, TX, 78229-3931, UNITED STATES",29.51555598970296,-98.58149602943169
"2304 MALLORY CIRCLE, CONYERS, GA, 30094, UNITED STATES",33.55494801586259,-84.05549898932479
"DIVISION OF ALLERGY, PULMONARY AND CRITICAL CARE MEDICINE, 1161 212ST AVENUE S., ROOM T1218, NASHVILLE, TN, 37232-2650, UNITED STATES",36.144355000000076,-86.80381999999997
"700 WEST OLNEY ROAD, LEWIS HALL RM 3011, NORFOLK, VA, 23507-1627, UNITED STATES",36.86130401066565,-76.30069502457077
"465 21ST AVENUE SOUTH, U9211, NASHVILLE, TN, 37232-8575, UNITED STATES",36.1462019831623,-86.80626996178472
"226 EDLEE AVENUE, PALO ALTO, CA, 94306, UNITED STATES",37.41299400451267,-122.11738896654796
"25200 LA PAZ ROAD SUITE 200, LAGUNA HILLS, CA, 92653, UNITED STATES",33.59616900030345,-117.6777680207406
"1100 FAIRVIEW STREET, SEATTLE, WA, 98109, UNITED STATES",47.627300991503205,-122.33159001093898
"1100 FAIRVIEW AVENUE N., P.O. BOX 19024, E2-112, SEATTLE, WA, 98109-1024, UNITED STATES",47.627300991503205,-122.33159001093898
"CLS-444/ 3 BLACKFAN CIRCLE, BOSTON, MA, 02115, UNITED STATES",42.339027352788975,-71.10425024810445
"530 1ST AVENUE, SUITE 9V, NEW YORK, NY, 10016, UNITED STATES",40.741593181500946,-73.97484672906569
"450 BROOKLINE AVE, DA-1031, BOSTON, MA, 02215, UNITED STATES",42.338086007700795,-71.10808319263518
"M4-A402, P.O. BOX 19024, SEATTLE, WA, 98109-1024, UNITED STATES",47.62965001986811,-122.3462000034499
"2141 BLAKEMORE AVE, NASHVILLE, TN, 37212, UNITED STATES",36.137638988968746,-86.80414699334844
"984030 NEBRASKA MED CENTER, OMAHA, NE, 68198, UNITED STATES",41.25872000000004,-95.97593999999998
"1100 FAIRVIEW AVE N., M2-B500, SEATTLE, WA, 98109, UNITED STATES",47.627300991503205,-122.33159001093898
"2340 SUTTER STREET SUITE 241 BOX 0875, SAN FRANCISCO, CA, 94115, UNITED STATES",37.78573899892426,-122.43903201186984
"2650 RIDGE, EVANSTON, IL, 60201, UNITED STATES",42.065005000710954,-87.68462702989794
"550 16TH ST. 6TH FLOOR, SAN FRANCISCO, CA, 94158, UNITED STATES",37.7695519932404,-122.39011103398637
"1291C CUMBERLAND AVENUE, WEST LAFAYETTE, IN, 47906, UNITED STATES",40.46009500998076,-86.92895797403946
"SCOTT DEPARTMENT OF UROLOGY, 1709 DRYDEN, SUITE 709, HOUSTON, TX, 77030, UNITED STATES",29.709687991863902,-95.4016309582636
"10 S. PINE STREET, BALTIMORE, MD, 21205-1192, UNITED STATES",39.28872701678833,-76.62725003279152
"4203 BELFORT RD., SUITE 302, JACKSONVILLE, FL, 32216, UNITED STATES",30.253732013634277,-81.58216096534494
"3 BLACKFAN CIRCLE CLS 430A, BOSTON, MA, 02115, UNITED STATES",42.339027352788975,-71.10425024810445
"1100 FAIRVIEW AVENUE N.,B2-500,  P.O. BOX 19024, SEATTLE, WA, 98109-1024, UNITED STATES",47.627300991503205,-122.33159001093898
"929 N. SAINT FRANCIS, RM M065, WICHITA, KS, 67214, UNITED STATES",37.699853995675156,-97.33232700141721
"MD ANDERSON CANCER CENTER 1400 PRESSLER DR., FCT4.5073, HOUSTON, TX, 77030, UNITED STATES",29.70634000000007,-95.39694999999995
"210-174 ST APT 519, SUNNY ISLES BEACH, FL, 33160, UNITED STATES",25.93671999682519,-80.12281202716883
"4800 OAK GROVE DRIVE MS 306-438, PASADENA, CA, 91109, UNITED STATES",34.20061386935584,-118.17516669573175
"BRENNER LAB - UNIVERSITY OF MICHIGAN, 1500 E. MEDICAL CTR DR, 2150 CC, ANN ARBOR, MI, 48109, UNITED STATES",42.28353399889707,-83.72868397446754
"8210 FLOYD CURL DR., SAN ANTONIO, TX, 78229, UNITED STATES",29.515186012496798,-98.58026900262584
"2220 PIERCE AVENUE, 634 PRB, NASHVILLE, TN, 37232, UNITED STATES",36.1462019831623,-86.80626996178472
"100 ABBOTT PARK ROAD, D09MX AP20-1, ABBOTT PARK, IL, 60064-6013, UNITED STATES",42.302106326586625,-87.89156884322482
"7703 FLOYD CURL DR. #240A, SAN ANTONIO, TX, 78229, UNITED STATES",29.506709980548692,-98.57601895862074
"72 EAST CONCORD STREET, E6, SECTION OF COMPUTATIONAL BIOMEDICINE, BOSTON, MA, 02118, UNITED STATES",42.336219582863265,-71.07248853476368
"76 E BROOKLINE ST. APT. 2, BOSTON, MA, 02118, UNITED STATES",42.33779735040747,-71.07004118667452
"ENVIRONMENTAL HEALTH SCIENCES UNIVERSITY OF MINNESOTA 420 DELAWARE ST SE - STE 1260, MINNEAPOLIS, MN, 55455, UNITED STATES",44.972000985858955,-93.23321399895158
"9609 MEDICAL CENTER DRIVE ROOM 5E566, ROCKVILLE, MD, 20850, UNITED STATES",39.10363200544549,-77.19777298960732
"DEPARTMENT OF PATHOLOGY, DUMC 3712, DURHAM, NC, 27710, UNITED STATES",36.006463448000034,-78.94105783499998
"CC 2308 MEDICAL CENTER NORTH, NASHVILLE, TN, 37232, UNITED STATES",36.14089907043198,-86.8014971326576
"100 NORTH ACADEMY AVENUE, MD 01-31, DANVILLE, PA, 17822-0406, UNITED STATES",40.97032601524626,-76.6034399795362
"46 CENTERRA PKWY, EVERGREEN CNTR, SUITE 301, LEBANON, NH, 03766, UNITED STATES",43.67916098501493,-72.26391303924095
"1100 FAIRVIEW AVE N M5-A864, SEATTLE, WA, 98109, UNITED STATES",47.627300991503205,-122.33159001093898
"9609 MEDICAL CENTER DRIVE, ROCKVILLE,, MD, 20850, UNITED STATES",39.10363200544549,-77.19777298960732
"8737 BEVERLY BLV, SUITE 101, LOS ANGELES, CA, 90048, UNITED STATES",34.07712499335274,-118.38186900987377
"750 E. ADAMS ST., SYRACUSE, NY, 13210, UNITED STATES",43.04252207886546,-76.14105790673804
"AHMED CENTER FOR PANCREATIC CANCER RESEARCH, THE UNIVERSITY OF TEXAS, M.D. ANDERSON CANCER CENTER, 1515 HOLCOMBE BLVD., HOUSTON, TX, 77030, UNITED STATES",29.707923014512247,-95.39730698587248
"1600 NW 10TH AVE,  RMSB 4053, MIAMI, FL, 33136, UNITED STATES",25.790361992917198,-80.21201903010346
"CHRISTUS SANTA ROSA MEDICAL CENTER HOSPITAL,  2833 BABCOCK, SUITE 203, SAN ANTONIO, TX, 78229, UNITED STATES",29.51284000000004,-98.59066999999999
